TeamId,TeamName,PrivateLeaderboardRank,PrivateLeaderboardScore
7021001,Marco Beyer,1771.0,0.22671999999999998
7021006,Sigmoyd,436.0,0.222
7021008,Mithra,2981.0,0.26166
7021014,Marcelo Kittlein,2759.0,0.24378000000000002
7021035,Hachiman Hikigaya,3216.0,0.31278
7021049,lukaszl,1796.0,0.22691999999999998
7021072,Andy_M,3284.0,0.33143
7021077,Mikhail Fadeev,1235.0,0.22394
7021079,AndNov,1141.0,0.22341
7021081,SeshuRajuP 🧘‍♂️,522.0,0.22230999999999998
7021085,Josh Hayes,2439.0,0.23539000000000002
7021094,SWData,3085.0,0.29296
7021125,Frustcoder,1512.0,0.22503
7021127,Lawrence Chernin,923.0,0.22323
7021130,Adrian Rodriguez Muñoz,2143.0,0.229
7021136,Mukharbek Organokov,469.0,0.22211
7021139,N41K,1531.0,0.2252
7021151,Clemente De Rosa,1328.0,0.22416999999999998
7021159,Condor321,2882.0,0.25316
7021163,MUJIE REN,1421.0,0.22468000000000002
7021178,Noob Scibot,2614.0,0.23847
7021193,akami,685.0,0.22259
7021196,Muhammad,3563.0,0.3375
7021198,Bala Vignesh,2645.0,0.23958000000000002
7021199,lyx0217,3349.0,0.3375
7021202,BeyondBeta,2949.0,0.25511999999999996
7021208,T.Yang,2116.0,0.22863000000000003
7021218,Nephes D,302.0,0.22124000000000002
7021224,Shoaib,3378.0,0.3375
7021229,Carl McBride Ellis,2851.0,0.25176
7021264,KALE,745.0,0.22276999999999997
7021293,JohnAkwei,2641.0,0.23933000000000001
7021297,CrystalBall().predict(X),96.0,0.21874000000000002
7021307,Michal Bogacz,1661.0,0.22594
7021314,Mohamad Merchant,1838.0,0.2272
7021318,Semyon Koshkarov,3346.0,0.3375
7021329,No HS PN-single model,1678.0,0.22605999999999998
7021330,winwin1234,3131.0,0.29991
7021332,Chase,2824.0,0.24856999999999999
7021359,Nicolae Sapoval,2431.0,0.23536999999999997
7021360,__Taichicchi__,329.0,0.22148
7021365,JZ,3023.0,0.27564
7021368,Arunkumar Asokan,3353.0,0.3375
7021376,Badr Hirchoua,3248.0,0.31889
7021398,Ruthless Djoe,2173.0,0.22959000000000002
7021427,Boris Rdp,1654.0,0.22588000000000003
7021434,jarfo,120.0,0.21916
7021449,Teddy Halliden,2756.0,0.24329
7021450,olgavv,1726.0,0.22646999999999998
7021454,Ahmet Erdem,2132.0,0.22876999999999997
7021459,Ethan Tang,3358.0,0.3375
7021463,VadimMalykh,3698.0,0.66564
7021465,rminhas,1592.0,0.22555999999999998
7021470,jaggu_kaka,2848.0,0.25105
7021477,Mohammed Elaynousse,2281.0,0.23295
7021511,Alberto Benayas,725.0,0.22269
7021539,Debarshi Chanda,793.0,0.22296999999999997
7021544,Abdelghani Belgaid,1504.0,0.22491999999999998
7021551,prince22466,3035.0,0.28110999999999997
7021555,Thales Galuchi,3760.0,1.0674299999999999
7021558,Serhio,2554.0,0.2363
7021560,StochasticTeam,1625.0,0.22574
7021578,Rob Wishart,1316.0,0.22416
7021580,Faisal Alsrheed,1668.0,0.22596999999999998
7021598,Helgi,263.0,0.22091999999999998
7021599,PakLong,2961.0,0.25795
7021611,Adam Takacs,1919.0,0.22766999999999998
7021614,KevinBakhler,2821.0,0.24846
7021662,Manel,63.0,0.21785
7021668,William Hau,661.0,0.22246999999999997
7021675,CRISTIAN.MINAS,2424.0,0.23536999999999997
7021683,2b||!2b,3617.0,0.3842
7021707,Vinay,2309.0,0.23367
7021727,Arpit Verma,3241.0,0.31889
7021728,Iakov Aizenberg,3090.0,0.2941
7021743,Mohammad Awais Masood,3332.0,0.3375
7021783,Pratibha,2946.0,0.2547
7021817,🌽,3123.0,0.29849000000000003
7021844,FD,2996.0,0.26631
7021850,SYED AFSAHUL,3180.0,0.30743000000000004
7021863,VarvatosVex,1482.0,0.22487
7021879,Bruce Young,1351.0,0.22426
7021882,AcidNets,1514.0,0.22503
7021901,Nick Styles,871.0,0.2231
7021921,Team ICE Cream 🍦,507.0,0.22223
7021946,Steve Armtrong,1655.0,0.22589
7021978,NE DDH DIPA,2784.0,0.24615
7021979,Contrarians,2256.0,0.23209000000000002
7021982,Hismis,3357.0,0.3375
7021991,Alejandro Cuartas,3304.0,0.3375
7021995,Arseniy Selyakin,3279.0,0.32544
7022041,JUNZHENG NAN,2853.0,0.2519
7022051,volcatchers,2956.0,0.25667
7022052,WoongJe Sung,1990.0,0.22814
7022081,Denys Cherevyk,2154.0,0.22914
7022082,Georgos Winslow,3359.0,0.3375
7022110,Zabir Al Nazi Nabil,1835.0,0.22716
7022128,SecondStep,3734.0,0.8812399999999999
7022145,Vinayak,3513.0,0.3375
7022156,CFAI,2446.0,0.23539000000000002
7022168,Sandeep Gaadhe,3486.0,0.3375
7022206,Jacoby Jaeger,25.0,0.21513000000000002
7022217,Konrad Banachewicz,3133.0,0.29991
7022231,AnthonyPM,977.0,0.22326999999999997
7022243,Moonlit Winter,3196.0,0.31073
7022250,Koorosh Aslansefat,915.0,0.22323
7022273,richsmalls,479.0,0.22218000000000002
7022281,siero,323.0,0.22139
7022286,Maxime Follet,2906.0,0.25316
7022287,Danielph,832.0,0.22305
7022290,kurata,2262.0,0.2323
7022307,ynarita,1425.0,0.22471999999999998
7022308,JP,2406.0,0.23515999999999998
7022324,J1729,3215.0,0.31274
7022364,RicRicRic,2525.0,0.23551999999999998
7022370,Orca,2602.0,0.23811999999999997
7022371,Mauricio Maroto,1770.0,0.22671999999999998
7022382,Andrew Kreimer,2924.0,0.25316
7022399,kycom,2133.0,0.22876999999999997
7022407,Paulo Pinto,1131.0,0.22341
7022412,Nan,43.0,0.21704
7022414,Aaron,2977.0,0.26015
7022416,Ma Yunnan,1955.0,0.22794
7022417,Joe Young,139.0,0.21941999999999998
7022424,21st st,3057.0,0.28669
7022430,Kaoru Sasakawa,2997.0,0.26694
7022453,Silky Sullivan,1879.0,0.22741
7022471,Jason,2477.0,0.23539000000000002
7022494,GABA,41.0,0.21684
7022516,Count Numu 🐶🦮💛,104.0,0.21886999999999998
7022529,zzi9397,2326.0,0.23396999999999998
7022537,Pete.Zhang,576.0,0.22230999999999998
7022547,Milcheis,1673.0,0.22599
7022570,Michael Ibrahim,1334.0,0.2242
7022574,Ryota,175.0,0.21986
7022598,Samwel Obunde,1738.0,0.22646999999999998
7022600,mullung,2876.0,0.25315
7022631,lawrence,2099.0,0.22837
7022655,a.tanaka,2364.0,0.23489000000000002
7022656,低价抛股，高价买入,652.0,0.22241
7022665,Dan Emery,2191.0,0.23024
7022684,The devil made me do it,1694.0,0.22621
7022724,WindClimber,32.0,0.21615
7022753,YC WONG,3758.0,1.04616
7022769,public * 1.03,92.0,0.21868
7022778,Thanish Batcha,1598.0,0.22562
7022782,Richard Xing,2656.0,0.23975
7022794,sohohelp,3805.0,7.09387
7022802,navneeth,1497.0,0.22487
7022806,TeamA,788.0,0.22295
7022811,Humberto Brandão,2012.0,0.22826
7022816,ShuoZhang,189.0,0.22013000000000002
7022821,vlorenzo,1742.0,0.22646999999999998
7022830,Ning Zhang,2147.0,0.22901
7022832,Hiro.T,3266.0,0.32198000000000004
7022868,Renato Deggau,2495.0,0.23539000000000002
7022878,ZAKHAEV,1274.0,0.22408000000000003
7022899,Jun Kataoka,2372.0,0.23503000000000002
7022900,yqyqyq1999,2873.0,0.25315
7022910,Mike Kim,451.0,0.22207
7022929,tizawa3,463.0,0.2221
7022934,USTC_alumni,3364.0,0.3375
7022946,YS,622.0,0.22230999999999998
7022958,Cong Vo,2118.0,0.22863000000000003
7022963,saneryee,2017.0,0.22826
7022974,Everything Is Linear Regression,1605.0,0.2257
7022980,Naruhiko Nakanishi,1539.0,0.22525
7023016,MannyJain,2912.0,0.25316
7023043,Sigmoid sushi,78.0,0.21834
7023047,Alexandre DURAND,12.0,0.2113
7023049,Shun nakamura,1665.0,0.22596
7023050,SeanXu,3251.0,0.31889
7023084,Sidney Ng,738.0,0.22274000000000002
7023090,kaneko keiya,1107.0,0.2234
7023093,hmk,1559.0,0.2254
7023094,Bo Peng,940.0,0.22323
7023110,Yue Sun public lb 1545th,161.0,0.2197
7023118,Anand Sunderrajan,910.0,0.22323
7023120,Yuhei Noda,401.0,0.2218
7023126,real-vol,2158.0,0.22921
7023137,LeonardoConegundes,3239.0,0.31889
7023140,naaneater,264.0,0.22095
7023142,polymathAB,1323.0,0.22416
7023148,Sergey U,93.0,0.21869
7023156,horohoro,322.0,0.22139
7023170,短线操作,145.0,0.21955999999999998
7023180,Johan David,2310.0,0.23369
7023183,jtv,3280.0,0.32566
7023191,shimizu_,2443.0,0.23539000000000002
7023196,Fly me to the moon,75.0,0.21827
7023211,austin81828,980.0,0.2233
7023225,Avadhūta,3256.0,0.31899
7023227,SaurabhVerma,3095.0,0.29466
7023253,nbswords,591.0,0.22230999999999998
7023258,Get Rich Slowly,153.0,0.21961999999999998
7023285,sublate,682.0,0.22259
7023307,Prashant Kikani,1508.0,0.22496
7023317,mato,1109.0,0.22341
7023321,Huchen Jiang,722.0,0.22269
7023333,JinKim00,1691.0,0.22619
7023336,Abhishek Anand,3373.0,0.3375
7023338,tharun_01,2751.0,0.24261
7023342,Jerry Yong,1966.0,0.22804000000000002
7023350,oneTick,1911.0,0.2276
7023367,John Kyvetos,2317.0,0.23384000000000002
7023368,Total pain in the ***,61.0,0.21784
7023383,Kuante,199.0,0.22019
7023425,doroppe,492.0,0.22221
7023428,Jieku,2369.0,0.23498000000000002
7023430,VECTOR,2941.0,0.25385
7023431,Nero,1046.0,0.22336999999999999
7023454,𝒟𝒾𝓂𝑒𝓃𝓈𝒾𝑜𝓃,2777.0,0.24556
7023472,hiroki_i,3431.0,0.3375
7023536,Rk,669.0,0.22250999999999999
7023546,Brights,1616.0,0.22574
7023547,elephas,3282.0,0.32732
7023565,SiLEX,186.0,0.22005999999999998
7023573,Mickey,2227.0,0.23101
7023580,MENASPER,2890.0,0.25316
7023584,Niranjan Nakkala,1808.0,0.227
7023585,Heather,3637.0,0.44433999999999996
7023629,Sanjeev,2595.0,0.23779
7023644,Gunjit bedi,2905.0,0.25316
7023646,rstat_ana,3786.0,1.49801
7023655,Brian #2,3426.0,0.3375
7023660,Handy Gunawan,1612.0,0.22574
7023667,E_Inchin,2576.0,0.23681
7023699,Rob Mulla,1692.0,0.2262
7023758,PAVAN KUMAR D,1468.0,0.22487
7023789,Tang Tun Yu,1173.0,0.22351
7023821,Jianqiu Wang,3395.0,0.3375
7023822,BCE814,3632.0,0.42708
7023828,Alex Roubinchtein,2752.0,0.24276
7023853,maverick,1578.0,0.22548
7023864,Computer says no,1515.0,0.22503
7023866,Balamurugan,995.0,0.2233
7023880,Tan Jonathan,3310.0,0.3375
7023882,Manoj Prabhakar,445.0,0.22204000000000002
7023910,Mm,2973.0,0.25947
7024042,Jiajun Hong,1657.0,0.22591
7024065,Tensor Girl,424.0,0.22193000000000002
7024071,lhagiimn,236.0,0.22066
7024131,Michael Bolton,3778.0,1.2846600000000001
7024159,darshanand,2247.0,0.23174
7024250,­TAEKYU KIM,3768.0,1.06744
7024255,Rishi Patel,919.0,0.22323
7024263,Wangzhongxiao,3443.0,0.3375
7024294,Bernd Allmendinger,651.0,0.22241
7024314,inc0mplete,691.0,0.22259
7024331,le_petit_bois,3247.0,0.31889
7024336,Dimas Kuncoro Jati,2026.0,0.22826
7024347,Mikhail Salnikov,420.0,0.22191999999999998
7024388,Sohom Majumder,3351.0,0.3375
7024389,Zhi Yang Tam,3735.0,0.88315
7024401,Isamu,896.0,0.22318000000000002
7024405,Ruby,2546.0,0.23603000000000002
7024434,ersan,1968.0,0.22805
7024440,Vaibhav Pathak,3352.0,0.3375
7024442,Gabriel Preda,2629.0,0.23905
7024459,Tachibanä,2588.0,0.23734
7024460,Yo Nishimura,3114.0,0.29749000000000003
7024471,Gianluca,3432.0,0.3375
7024474,Antonio Julián Arrieta Cuartero,3229.0,0.31431
7024504,SG Wang,2418.0,0.23533
7024508,Shell-Almighty,2748.0,0.24231999999999998
7024509,awilliea,3209.0,0.31188
7024519,FDU Data,3108.0,0.29733000000000004
7024520,Izotov,1562.0,0.22541
7024531,Daniel Carlander,3242.0,0.31889
7024534,Simon,2826.0,0.24918
7024541,woniu xiao,3728.0,0.76503
7024547,Tomoki Yoshida,69.0,0.21809
7024552,Akila Wajirasena,3207.0,0.31188
7024566,HAO,717.0,0.22266
7024569,Ninad A,2365.0,0.23490999999999998
7024602,sai suraj,3678.0,0.5616899999999999
7024603,suc123,1713.0,0.22628
7024614,Santi Dsp,3717.0,0.70918
7024622,Topos,3405.0,0.3375
7024647,Huang Huang,1216.0,0.22376
7024670,查理冬明,2907.0,0.25316
7024681,Gianmarco G.,1671.0,0.22598000000000001
7024691,sympan,3307.0,0.3375
7024708,Pratap Chandra Das,791.0,0.22296999999999997
7024726,StellaHeChen,3042.0,0.28365999999999997
7024745,The Cat of Wall Street,2832.0,0.24982
7024757,Bhushan Kapkar,3243.0,0.31889
7024762,ajay,3407.0,0.3375
7024764,Drastamat,2958.0,0.25676
7024783,Leander Meinken,1845.0,0.22726
7024791,YC,564.0,0.22230999999999998
7024801,edsicage,2556.0,0.23644
7024804,Alexei Romanovich Krot,1787.0,0.22683000000000003
7024847,bachtuoc,86.0,0.21852
7024899,Daniel_Sun,2423.0,0.23536999999999997
7024907,Robbie & Nguyet,2579.0,0.2369
7024922,YuChenLin,3277.0,0.32543
7024957,sutiwatphichetbowornkul,3303.0,0.3375
7024977,qc2261,2275.0,0.23281
7024979,harapekodayo,3208.0,0.31188
7024992,Bob Vergauwen,3139.0,0.29991
7024995,Shadows of Tomorrow,1005.0,0.22333000000000003
7025002,Christopher Coffee,3740.0,0.95552
7025023,Naoki Maeda,2289.0,0.23312
7025032,LuisJ,3688.0,0.61466
7025074,ddeevviiccee,1231.0,0.22391999999999998
7025109,babaoglu,2666.0,0.24059
7025114,yuzo,3244.0,0.31889
7025127,Nitin,2893.0,0.25316
7025148,Abhishek Sharma,1765.0,0.22666999999999998
7025153,Siddharth_Swati,2684.0,0.24129
7025155,Elvira,379.0,0.22161999999999998
7025162,Rafael Batista,2872.0,0.25315
7025192,Peter Hahn,2841.0,0.25074
7025203,De Hooghe Albert,3366.0,0.3375
7025210,Fido WANG,3246.0,0.31889
7025217,HongSukSeo,3334.0,0.3375
7025223,Zhibo Rao,3777.0,1.27575
7025231,joaoaparicio,3259.0,0.31953000000000004
7025312,jsasnowboarder,1527.0,0.22516
7025322,Devanshu Ramaiya,2388.0,0.23509000000000002
7025329,Old Monk,860.0,0.22309
7025331,JonnydosSantos,787.0,0.22295
7025343,trenkvaz,1517.0,0.22505999999999998
7025365,kaggle is hard,154.0,0.21965
7025370,Subhrajit Makur,3245.0,0.31889
7025388,FR Liu,2762.0,0.24414
7025393,ugakkuku,3701.0,0.70918
7025402,miklos kralik,2516.0,0.23544
7025403,Jingyu,3553.0,0.3375
7025419,yzelenkov,1896.0,0.22751999999999997
7025450,第二次打kaggle,1383.0,0.22438000000000002
7025517,lawrence910426,3419.0,0.3375
7025530,HazemAbdelazim,3779.0,1.2901200000000002
7025549,Leonid Sanochkin,129.0,0.21925999999999998
7025550,Jonathan Mallia,1922.0,0.22768000000000002
7025551,One Piece,3415.0,0.3375
7025556,Vitor Chen,3022.0,0.27505
7025564,chenxingpeng,3045.0,0.28488
7025575,mrxnew,2864.0,0.2527
7025583,ro roffen,688.0,0.22259
7025585,G,299.0,0.22119
7025603,梭哈就vans,304.0,0.22125
7025604,黄四郎汤师爷还有张麻子,2329.0,0.23405
7025650,liruochen,3376.0,0.3375
7025691,Novo,1324.0,0.22416
7025721,sshawnuff,3621.0,0.39266
7025756,TeamBrisket,736.0,0.22273
7025769,Mithil Salunkhe,3689.0,0.6158399999999999
7025812,Ruihai,2094.0,0.22837
7025868,[PKSHA]life is volatile,4.0,0.19899
7025934,2J74O,2305.0,0.23356999999999997
7025987,Daniil Khvesiuk,3291.0,0.33566
7025992,Taotao Qian,1993.0,0.2282
7026028,Snigdha Chandan,2402.0,0.23514000000000002
7026041,kazuhiro horimoto,1863.0,0.22729000000000002
7026051,Sun Yannan,1518.0,0.22507
7026094,lsd,3411.0,0.3375
7026127,Yuya Shintani,2901.0,0.25316
7026131,Tshaka Lekholoane,3124.0,0.29867
7026139,Dmitry Uarov,1002.0,0.22333000000000003
7026147,Jason Ng,3543.0,0.3375
7026148,Light,6.0,0.1996
7026159,akionux,3048.0,0.28549
7026181,DLastStark,392.0,0.22173
7026183,Carlos Tardón,2763.0,0.24424
7026203,Jonathan,1822.0,0.22701
7026218,Hector_Barrio,2979.0,0.26116999999999996
7026235,Yauheni Suvitau,2933.0,0.25361
7026238,ShoNaga,2343.0,0.23446999999999998
7026241,w_13,740.0,0.22275
7026243,Tairan Xu,2261.0,0.23228000000000001
7026257,SFSK,2859.0,0.25233
7026299,kss,2976.0,0.26015
7026304,SMP,2196.0,0.23041
7026309,KeRo,3120.0,0.29805
7026322,George Bagkalas,2999.0,0.26746
7026363,FIRE,2929.0,0.25354
7026371,JcLambert,1875.0,0.22737
7026383,Roman,1072.0,0.22336999999999999
7026390,Kay,2378.0,0.23506
7026420,ARCH YYDS,2539.0,0.23581
7026452,Patrick Chan,1009.0,0.22336
7026457,TK,2349.0,0.23456999999999997
7026515,Francisco,3292.0,0.33591
7026521,Helio Junior,343.0,0.22149000000000002
7026539,JML,413.0,0.22188000000000002
7026580,KR,1891.0,0.22751
7026601,借韭浇愁,1759.0,0.22660999999999998
7026640,Bruno.K,3387.0,0.3375
7026697,Toboggan,2923.0,0.25316
7026698,shakeup is near,1053.0,0.22336999999999999
7026702,Nic Stephens,3659.0,0.50283
7026718,Nam Kyeong Cho,461.0,0.2221
7026780,Gavin_Data_Science,3143.0,0.29991
7026826,Eric Peterson,3574.0,0.3375
7026862,Yifan Zhang,2725.0,0.24194000000000002
7026873,H Senoussi,3147.0,0.30018
7026899,hardcore_yuuniekiri,1410.0,0.22459
7026903,domie,316.0,0.22136999999999998
7026906,SY CHAN,3363.0,0.3375
7026911,equinxx,1350.0,0.22426
7026933,Duke Wangd,3765.0,1.06744
7026944,Abhishek Kumar Singh,3687.0,0.61427
7026954,usagi-san,3763.0,1.06744
7026959,tensor choko,1793.0,0.22687
7026961,TeamDanube,1271.0,0.22405
7026971,Hoe Yen,3141.0,0.29991
7026997,NoFunds,1556.0,0.2254
7027018,Priyansha,3009.0,0.26986
7027033,lasal Jaywardena,768.0,0.22286
7027046,real_eva,27.0,0.21563000000000002
7027069,MountainKing,2332.0,0.23410999999999998
7027117,José M,216.0,0.22048
7027135,HIROKI NOSO,2606.0,0.23822
7027136,Egor Borisov,518.0,0.22230999999999998
7027146,ontheroad_2021,803.0,0.22298
7027160,Shuuu1_0038,2732.0,0.24194000000000002
7027169,dodgervl,1015.0,0.22336999999999999
7027206,Colombo,3249.0,0.31889
7027229,Srikhetra Sarthak Mohanty,3631.0,0.4266
7027308,Muxi Xu,237.0,0.22068000000000002
7027311,Eléonore,1898.0,0.22751999999999997
7027325,Anders,3636.0,0.44385
7027338,Rengoku Kyoujurou,1495.0,0.22487
7027353,DanielK,2508.0,0.23542
7027386,tejaskale,3447.0,0.3375
7027388,Slawek Biel,45.0,0.21714
7027392,Mahesh Kulkarni,1580.0,0.22549
7027429,FrogEater,3566.0,0.3375
7027447,heegle,2849.0,0.25153000000000003
7027466,Mark Conway,1110.0,0.22341
7027507,NNS,3012.0,0.27131
7027564,Sergey Markov,1303.0,0.22411
7027607,datascientist86,934.0,0.22323
7027612,krrkrr,3047.0,0.28509
7027622,Yazan Majzob,1122.0,0.22341
7027638,Akira Hirohashi,835.0,0.22305
7027644,Bohdan Pavlyshenko,1004.0,0.22333000000000003
7027646,Organon,3261.0,0.32006
7027679,🅴🆂🆆🅰🆁🅰🅽 🅺🆁🅸🅷🆂🅽🅰🆂🅰🅼🆈,1392.0,0.22444
7027769,Siti Khotijah,1220.0,0.22379000000000002
7027783,Pierre PERRIER,2984.0,0.26263000000000003
7027786,zile,3088.0,0.29405
7027790,Felipe Siervi Mendonça,3684.0,0.59444
7027812,Abhishek Anand #2,3112.0,0.29741
7027817,linytsysu,861.0,0.22309
7027819,Daniel Sobrado,2627.0,0.23905
7027824,RZJ,2330.0,0.23406999999999997
7027830,XYZ123,1701.0,0.22626
7027836,AI_bot,1341.0,0.22421999999999997
7027839,Dmitry Tyan,771.0,0.22288000000000002
7027884,JulienDebache,3634.0,0.42971000000000004
7027915,mkt-lab,941.0,0.22323
7027940,ivenvalpassos,3014.0,0.27165
7027943,Venky,3135.0,0.29991
7027944,HUNTER×HUNTER,1092.0,0.22336999999999999
7027954,Hemant,2892.0,0.25316
7028039,BuyLowSellHigh,1649.0,0.22585
7028061,quants_group,2101.0,0.22837
7028064,blue7red,423.0,0.22193000000000002
7028094,LRZhang,3753.0,1.0042
7028149,Michael #2,3125.0,0.299
7028152,Sourav Roy,3222.0,0.31387
7028176,tomikki,46.0,0.21716999999999997
7028184,丸步堂 龙一,2263.0,0.2323
7028256,渡利広希,3227.0,0.31415
7028258,Mario Ross,49.0,0.21736999999999998
7028303,Andrew Choi,2441.0,0.23539000000000002
7028304,Divyanshu Chauhan,2637.0,0.23915
7028365,Artificially Intelligent,3086.0,0.29304
7028408,Yuri Turygin,2628.0,0.23905
7028438,Dawid Paluszkiewicz,3205.0,0.31188
7028443,sarahpop小蜗牛,3380.0,0.3375
7028463,sparkwindo,3494.0,0.3375
7028475,Araik Tamazian,1106.0,0.2234
7028489,mirosia koval,1571.0,0.22546
7028521,Chetan,1779.0,0.22673000000000001
7028566,Hi Sandro!,1792.0,0.22685999999999998
7028590,Qi Sun,3298.0,0.3375
7028604,InfoModeler,2650.0,0.23975
7028622,Siaw-Darko Emmanuel,502.0,0.22221
7028650,Daniel Sherwood,3355.0,0.3375
7028656,argxotan,3206.0,0.31188
7028661,Andrei S,1088.0,0.22336999999999999
7028672,Purple,3754.0,1.0042200000000001
7028691,Yan Zhang,3064.0,0.28853
7028713,Sue S,3525.0,0.3375
7028736,Antonio Marin,1051.0,0.22336999999999999
7028751,Pavel Shunkevich,1160.0,0.22341
7028769,Trade-BM.ai,2273.0,0.23273000000000002
7028794,rmacey,3641.0,0.45579
7028818,Matthieu Salor,1918.0,0.22765
7028833,Jordy Sanchez,2810.0,0.24773
7028835,mike,2908.0,0.25316
7028837,Vladimir Shibanov,135.0,0.21938000000000002
7028912,Youri Matiounine,30.0,0.21603000000000003
7028935,NxGTR,361.0,0.22154000000000001
7028946,Vasil Tapkin,3074.0,0.29066
7028966,Haiyun Hu,1140.0,0.22341
7028973,VSBK,3487.0,0.3375
7028984,Pythonian,3214.0,0.31268
7028987,IsmahenFarah,3132.0,0.29991
7028994,res0lve,3031.0,0.27921999999999997
7029035,Siavash,854.0,0.22308000000000003
7029087,team,2419.0,0.23534000000000002
7029104,[Deleted] 19nd1c2b-f31e-665d,1921.0,0.22766999999999998
7029118,HDKIM,295.0,0.22114
7029125,Jie Wu,300.0,0.22121
7029156,statlearning,2661.0,0.24015999999999998
7029162,xianxian_real,2149.0,0.22901
7029175,Everton Silva,2897.0,0.25316
7029190,Tapioca AI,1663.0,0.22595
7029204,Ivan,1543.0,0.22529000000000002
7029231,BoyiSun9898,2932.0,0.25361
7029237,Derek Zhang,2129.0,0.22871999999999998
7029250,Y0L0,710.0,0.22261
7029265,DmitryDonchenko,1377.0,0.22435
7029297,Icfstat,1589.0,0.22553
7029302,随便,1069.0,0.22336999999999999
7029322,WMW,1902.0,0.22754000000000002
7029362,Alessio,3036.0,0.28129
7029376,Vis-Lab,1393.0,0.22444
7029378,Subhankar Halder,3118.0,0.29789
7029391,抄就完事了,567.0,0.22230999999999998
7029400,Ebenezer Acquah,3134.0,0.29991
7029424,Jayson Francis,1126.0,0.22341
7029527,Hang Yin,1634.0,0.22579000000000002
